draw_id,draw_date,day_of_week,prize_1st,prize_2nd,prize_3rd,special_1,special_2,special_3,special_4,special_5,special_6,special_7,special_8,special_9,special_10,consolation_1,consolation_2,consolation_3,consolation_4,consolation_5,consolation_6,consolation_7,consolation_8,consolation_9,consolation_10,jackpot_1_prize,jackpot_1_winners,jackpot_2_prize,jackpot_2_winners,gold_jackpot_1_prize,gold_jackpot_1_winners,gold_jackpot_2_prize,gold_jackpot_2_winners,life_num_1,life_num_2,life_num_3,life_num_4,life_num_5,life_num_6,life_num_7,life_num_8,life_bonus_1,life_bonus_2,life_winner_1,life_winner_2,is_valid_jackpot,is_valid_gold_jackpot,is_valid_mgold,is_valid_life
774/22,22/10/2022,Sun,8461,2551,5245,7951,8795,7915,4219,7736,2695,5165,5580,9119,0433,7971,9734,7771,0456,9276,4998,5435,9590,1913,9426,11270594.06,0.0,278617.48,0.0770524915,8544453.37,0.0,146346.82,0.1,04,09,16,21,22,24,25,29,14,31,0.0,0.0,1,1,1,1
775/22,23/10/2022,Mon,7683,5684,8553,1663,5621,5508,6524,3529,7378,8482,8556,3708,9639,7744,8601,0384,2433,6658,8372,5993,1614,8846,6383,12102971.82,0.0,408490.72,1.2910688996,8606961.97,0.0,153850.6,0.05,04,16,19,23,26,27,33,36,15,25,0.0,1.0,1,1,1,1
776/22,25/10/2022,Wed,4087,8630,4008,5498,0915,7031,0204,3751,1278,1618,4429,2222,4202,4370,3545,9300,5482,9789,1383,6726,0010,1644,5854,12790349.83,0.0,124977.82,1.0206851671,8652737.19,0.0,162370.13,0.1,03,04,17,23,27,30,33,36,08,10,0.0,0.0,1,1,1,1
777/22,26/10/2022,Thu,0815,0293,6557,0759,8155,3302,0917,2759,0658,4162,3810,0241,8685,0348,8822,4493,0980,0151,5005,1607,1598,1195,6999,13587384.09,0.0057471264,144915.32,0.014709687,8708159.37,0.05,165761.81,0.0,01,03,05,06,07,09,20,24,13,17,0.0,0.0,1,1,1,1
778/22,29/10/2022,Sun,8239,1483,3336,8993,8624,1353,9335,1814,7000,3889,9484,1938,3370,7564,7628,4534,6470,7704,1295,5268,5875,3781,0229,14396538.46,1.0,304100.53,1.1534211454,8334111.6,0.0,187493.55,0.3,02,17,22,25,28,34,35,36,03,08,0.0,0.0,1,1,1,1
779/22,30/10/2022,Mon,6954,2677,4966,9306,7476,1663,5496,4741,7904,5028,1433,0709,3030,8621,3516,2417,0292,9031,1040,7087,4886,3349,9747,2653418.76,0.0,118803.41,0.4257556001,8395845.62,0.0,153109.61,0.0,03,06,07,10,12,23,24,25,16,34,0.0,0.0,1,1,1,1
780/22,02/11/2022,Thu,7947,2327,7915,2900,6529,1357,7448,6150,7325,0018,1325,5679,4936,7362,2470,1685,4698,1326,4362,3479,1249,2634,8581,3264299.97,0.037037037,179291.5,0.1406935863,8456887.63,0.0,174728.66,0.0,04,06,09,13,16,23,25,35,21,24,0.0,0.0,1,1,1,1
781/22,05/11/2022,Sun,9474,1544,0203,6576,4260,7291,2483,0665,3923,3501,2263,8542,7490,4644,2438,6342,3859,0105,7004,1589,7546,9172,7969,3780240.82,0.0,269855.59,0.2742239522,8519441.97,0.0,196883.32,0.05,01,05,14,18,26,30,33,35,22,32,0.0,0.0,1,1,1,1
782/22,06/11/2022,Mon,7740,9131,6615,1983,5834,2038,8743,7889,9510,9827,2494,3497,4821,9647,2610,3201,7870,7311,1543,5155,7200,9843,2385,4409356.73,0.0,310239.43,0.030533861,8579658.52,0.0,208365.85,0.05,06,08,15,19,22,23,26,31,07,20,0.0,0.0,1,1,1,1
783/22,09/11/2022,Thu,6616,4682,4567,7913,7896,2314,1245,0689,5343,1482,3448,7826,6568,4591,5750,7540,8462,2478,7210,7771,7148,9293,1827,5060326.14,0.0,419124.7,0.3529411765,8639742.02,0.0,219227.13,0.05,02,04,12,16,18,23,24,35,14,33,0.0,0.0,1,1,1,1
784/22,12/11/2022,Sun,0647,5634,1759,0342,0543,4115,7892,3562,4545,5550,3266,8038,1024,7316,4268,2597,9260,4512,4409,2526,8848,2478,3551,5728776.12,0.0,392734.7,1.0324530285,8700379.12,0.0,229741.41,0.0,03,08,12,18,23,25,34,35,10,32,0.0,0.0,1,1,1,1
785/22,13/11/2022,Mon,9788,4891,3030,9558,1963,9871,3516,9842,2882,6598,2068,8984,1081,2447,4082,7053,5109,1568,4003,8784,6752,7352,4173,6390220.5,0.0046511628,120262.62,0.5007729654,8759468.26,0.0,250668.81,0.05,03,07,15,17,18,25,29,34,05,35,0.0,0.0,1,1,1,1
786/22,15/11/2022,Wed,7667,6669,5556,0963,6617,8263,9351,3781,8945,8761,6861,9938,8048,3011,5284,4671,7646,2625,6991,4409,3752,2289,8536,6921884.71,0.0526315789,162108.56,0.1427877556,8806131.32,0.0,254661.87,0.1,02,04,06,16,19,22,23,25,27,29,0.0,0.0,1,1,1,1
787/22,16/11/2022,Thu,7588,9202,5917,1539,4974,4171,1287,8235,1250,6412,7849,6945,0140,3120,1231,7799,4876,2458,2867,5374,1369,3461,9750,7207466.89,0.0,257123.61,0.0164623325,8861776.84,0.125,248903.47,0.15,02,03,05,11,14,18,23,28,21,29,0.0,0.0,1,1,1,1
788/22,19/11/2022,Sun,4875,9517,1118,9850,6550,7394,7660,3870,1628,5542,1052,7165,6882,1345,1060,0050,1883,2512,5774,9101,1127,0617,6640,7958003.27,1.0,389351.92,1.2445445532,7827309.58,0.0,237512.38,0.05,07,16,21,28,30,31,33,36,13,15,0.0,1.0,1,1,1,1
789/22,20/11/2022,Mon,0613,0813,1210,7895,2692,0366,0817,0276,2865,8022,3374,4462,4144,9213,6625,4820,9366,0410,1450,8659,0054,9186,9918,2584082.13,0.0,106196.75,0.012987013,7890424.65,0.05,247990.02,1.825,06,11,12,13,16,19,20,24,08,36,0.0,0.0,1,1,1,1
790/22,22/11/2022,Wed,1096,4552,5528,6791,8899,7348,0766,7529,7927,1923,3616,9042,5721,4946,7224,8744,0879,4526,6598,0066,4475,2554,0400,3024256.23,0.0,184849.23,0.0041841004,7543037.91,0.0,100000.0,0.05,07,08,10,14,18,25,34,35,17,19,0.0,1.0,1,1,1,1
791/22,23/11/2022,Thu,9474,4555,3611,2265,5195,8247,7682,2446,6767,3735,8802,6262,6553,5791,8483,9510,1706,7731,3115,9358,1881,4769,2306,3547178.3,0.0,279152.54,1.249262917,7599284.56,0.0,100000.0,0.0,07,13,14,15,27,28,31,33,12,32,0.0,0.0,1,1,1,1
792/22,26/11/2022,Sun,8144,4101,8987,1919,8233,5631,8818,4015,6072,5060,0419,5007,3635,9162,0850,2005,2566,1422,4499,3128,8925,1316,8481,4155529.7,0.0,110609.35,1.2431047138,7663794.35,0.0,100000.0,0.05,03,04,08,09,10,11,15,24,20,26,0.0,1.0,1,1,1,1
793/22,27/11/2022,Mon,7505,7675,7498,7475,3258,3909,5588,2733,8692,3584,9585,9177,6910,4848,4171,1339,7592,3493,2226,0697,9831,4906,7606,4748724.34,0.0,107853.57,0.0,7724672.22,0.0,100000.0,0.05,01,08,09,15,16,28,33,36,05,14,0.0,0.0,1,1,1,1
794/22,29/11/2022,Wed,7656,8074,8385,3701,6066,4277,4701,9404,0057,8083,7499,2973,2918,3099,7468,6633,7282,6572,4207,9537,4693,8454,2540,5235310.72,0.0,196323.82,1.1196687371,7771236.08,0.0,100000.0,0.0,04,05,10,20,25,27,32,36,09,29,0.0,0.0,1,1,1,1
795/22,30/11/2022,Thu,6636,9223,7072,3776,7602,9073,8941,0362,6163,7883,9963,1202,2569,2210,5718,4886,1538,0162,1133,9226,0214,2560,6059,5800952.14,0.0212765957,102843.9,1.0425901782,7826934.07,0.0,102240.03,0.05,06,10,12,21,22,25,32,35,19,23,0.0,0.0,1,1,1,1
796/22,03/12/2022,Sun,1951,5591,3031,9650,9020,4558,1649,7149,9419,0922,7628,5106,4779,5646,5628,7926,3082,3489,4311,0530,2684,8708,7604,6312467.87,0.014084507,115443.68,0.2491772473,7889328.82,0.0,119226.17,0.05,04,06,13,16,26,29,30,36,15,21,0.0,1.0,1,1,1,1
797/22,04/12/2022,Mon,8902,1052,3264,0811,1010,5979,1188,8604,2487,6005,5000,9471,4280,0713,8182,6741,1545,4199,5761,8002,4266,8148,0502,6866454.35,0.0,203567.65,0.1111111111,7950715.55,0.05,135005.99,0.15,07,10,11,20,21,25,27,28,16,34,0.0,0.0,1,1,1,1
798/22,06/12/2022,Wed,4427,4024,1390,5312,9891,3004,0559,0973,9418,2718,4664,1893,9311,9389,1409,9526,9569,2294,9527,7658,8943,2665,4480,7387068.95,0.0,275606.22,0.1195144725,7599730.76,0.0,131241.9,0.05,02,06,13,14,26,33,34,35,07,16,0.0,0.0,1,1,1,1
799/22,07/12/2022,Thu,7827,0129,6193,7928,4772,6852,8257,8854,6266,7154,9042,1331,3052,5171,7054,0360,6451,7888,0978,5888,6347,8757,1841,8003151.34,0.0,354682.27,1.0340989818,7656078.19,0.0,144636.18,0.0,03,04,08,09,17,23,28,29,12,18,0.0,2.0,1,1,1,1
800/22,10/12/2022,Sun,9155,1256,8253,4657,2330,8875,0923,9868,4161,9794,1699,7093,4134,3167,3888,2367,5530,0943,9778,0106,1978,4090,6351,8682550.61,0.0,123527.14,0.1203106332,7717702.92,0.0,166461.6,0.3,03,17,18,21,26,29,31,33,07,30,0.0,0.0,1,1,1,1
801/22,11/12/2022,Mon,1321,1410,6116,9134,5321,5690,0370,4840,7010,9692,8921,4924,4144,1151,9786,0966,5708,6753,9063,1268,8095,5285,3227,9366407.82,0.0,233003.19,1.3023113091,7778202.61,0.05,137950.09,0.45,02,07,17,20,21,27,31,32,03,06,0.0,0.0,1,1,1,1
802/22,14/12/2022,Thu,8900,6145,7465,9670,0239,3727,6198,0045,8660,6885,1748,5171,9057,7636,9999,5265,6348,9911,3686,8396,5991,6419,7646,10089706.19,0.0105263158,131508.8,2.0504045629,7451168.27,0.05,100000.0,0.05,06,12,19,23,24,26,33,36,07,21,0.0,1.0,1,1,1,1
803/22,17/12/2022,Sun,2178,3432,4946,2811,4017,6263,9658,8966,7706,8852,1677,0458,4488,6766,4902,1598,4718,3863,9410,2459,3814,2252,8811,10849915.32,0.0052356021,157530.29,0.0665104187,7142458.13,0.0,115399.82,0.05,04,06,08,15,22,24,28,30,09,16,0.0,0.0,1,1,1,1
804/22,18/12/2022,Mon,0125,9229,9108,3349,5860,8934,0833,6915,3177,3811,8359,7357,9432,6711,7245,5389,2882,2526,2537,5832,3464,5259,1710,11700205.05,0.0225280759,311979.35,0.1948913854,7204493.91,0.0,131600.83,0.275,02,07,19,27,28,33,34,35,09,31,0.0,0.0,1,1,1,1
805/22,20/12/2022,Wed,5393,9131,8427,6274,7818,9883,4535,2889,5239,0998,7533,3090,7666,4301,6292,4928,9049,6638,1242,5889,8587,1004,5092,12218146.12,0.007751938,393272.58,0.3616123348,7254167.16,0.0,113003.21,0.0,05,08,10,12,28,30,33,35,19,32,0.0,0.0,1,1,1,1
806/22,21/12/2022,Thu,8634,4244,7578,6370,9449,6655,5391,4456,2339,0582,5063,5126,7930,4816,6914,3895,6204,6955,5842,1813,8172,4236,0089,13036773.69,0.0,417122.52,1.097684643,7312890.0,0.0,133800.88,0.225,01,04,10,18,28,32,33,34,15,23,0.0,1.0,1,1,1,1
807/22,24/12/2022,Sun,3719,3787,3045,5144,3632,1146,7991,6031,5844,8803,8589,1231,1961,7343,8314,0378,8335,7371,7310,1545,1446,3282,3545,14037822.12,1.0,182008.81,1.2042293141,7378111.2,0.05,126794.86,0.05,01,13,19,23,31,33,34,35,08,10,0.0,0.0,1,1,1,1
808/22,25/12/2022,Mon,9489,7164,6218,6732,1251,9345,1762,0192,6417,9511,8859,7316,7994,0052,9721,6173,8156,8184,1547,4677,8000,7922,1574,2678841.76,0.0,123425.78,1.1089392193,7072986.39,0.0,143044.14,0.175,01,03,07,10,12,15,17,36,05,11,0.0,0.0,1,1,1,1
809/22,27/12/2022,Wed,6944,4476,6224,8663,0033,9004,1281,7168,9856,4793,4156,8106,9788,7428,3090,7038,4150,7143,7845,9478,8291,2464,0644,3176569.51,0.0,100000.0,1.079243934,7124583.01,0.0,136285.22,0.125,01,04,08,12,14,26,30,34,16,20,0.0,0.0,1,1,1,1
810/22,28/12/2022,Thu,3676,1267,9104,0569,7771,8564,7784,9016,1660,8398,4790,1218,0890,4406,6732,4009,9075,1657,0609,8347,4678,7022,3223,3753083.39,0.0,104820.71,0.0101522843,7185319.51,0.0,140760.41,0.05,07,10,13,15,22,25,26,32,28,29,0.0,0.0,1,1,1,1
811/22,31/12/2022,Sun,9378,3034,8594,5366,9166,1482,9874,6451,4639,7285,9027,6167,8896,5535,5926,6738,9732,2913,0714,9617,5362,2901,7255,4444606.26,0.0,229487.97,0.0188679245,7258830.57,0.0,159757.56,0.1,04,07,19,23,25,29,32,34,26,31,0.0,0.0,1,1,1,1
812/23,01/01/2023,Mon,5758,4270,2643,3186,0166,9519,4977,1828,3382,7751,5188,9987,8631,7949,3424,9309,3865,8116,9132,3587,0165,8830,7933,5134706.17,0.0,350630.72,2.2576884215,7328394.5,0.0,168419.03,0.1,09,17,19,21,23,25,28,31,01,29,0.0,0.0,1,1,1,1
813/23,04/01/2023,Thu,6252,6602,4686,8697,5442,1455,8962,0187,8846,1154,6620,6458,7449,9760,5502,8386,4702,0513,5757,1771,3170,7744,8715,5792730.19,0.0,119640.73,1.7760397958,7394447.7,0.0,174970.97,0.125,01,04,05,07,11,24,25,27,34,36,0.0,0.0,1,1,1,1
814/23,07/01/2023,Sun,9932,5542,7317,3910,3498,0993,4737,7660,5127,5495,1143,8811,7125,9519,5527,2286,2890,7949,4299,4180,9774,3921,8512,6495978.26,0.0,127863.29,2.123769339,7462733.74,0.0,177284.24,0.05,02,08,09,11,12,15,29,35,04,17,0.0,0.0,1,1,1,1
815/23,08/01/2023,Mon,6399,1899,1012,6979,9572,9130,8697,6836,9214,0924,0476,0181,1886,0427,8810,4981,1643,3214,2105,8244,8522,1555,2966,7228796.61,1.0150753769,133239.7,2.3635526639,7529413.8,0.0,192035.89,0.2,01,02,09,19,29,31,32,35,28,36,0.0,1.0,1,1,1,1
816/23,11/01/2023,Thu,3690,4838,5719,9564,6849,8725,0054,0194,7885,6800,0970,8264,9061,2788,1390,5548,3858,9164,8318,9888,6367,3089,5552,2613051.95,0.0093457944,111463.99,1.0244809882,7597821.41,0.0,177856.41,0.075,05,13,18,21,23,25,28,33,27,30,0.0,0.0,1,1,1,1
817/23,14/01/2023,Sun,0749,9522,4095,4587,2624,4622,1845,1446,9025,2438,1363,5298,5805,8120,3454,3555,3295,9269,0752,5415,5727,6365,8650,3220662.3,0.0,114914.8,0.0028818444,7667798.57,0.0,189300.76,0.0,02,04,05,14,17,23,31,32,15,36,0.0,0.0,1,1,1,1
818/23,15/01/2023,Mon,6310,0133,5339,8456,3417,6363,9532,9772,1162,4136,4369,4372,3939,8337,5503,0843,6294,7555,0155,9291,6229,0284,6614,3858458.14,0.0105490397,230546.51,0.3883021129,7736192.52,0.0,213523.62,0.125,05,12,15,16,22,23,31,32,13,24,0.0,0.0,1,1,1,1
819/23,18/01/2023,Thu,1995,2049,2831,1759,6037,7253,7947,5298,0365,5954,2426,9103,3456,9612,2072,0815,4453,4103,1576,6934,6531,3378,7165,4521211.01,0.023255814,268925.89,0.0437354064,7810146.31,0.0,213025.14,0.05,03,11,14,20,21,25,29,36,12,22,0.0,0.0,1,1,1,1
820/23,21/01/2023,Sun,5408,3310,6551,4943,7581,9256,4491,3035,8240,3729,5084,3605,9158,4348,4731,9641,5731,6908,6656,1737,1678,3522,1103,5255283.54,0.0,409749.21,0.4599255736,7892898.03,0.0,231681.78,0.2,05,06,09,16,21,26,27,35,12,30,0.0,0.0,1,1,1,1
821/23,22/01/2023,Mon,1165,4868,6500,4315,6165,9591,8141,3982,7105,4992,8228,7597,6395,6451,5315,6988,8266,6932,5914,9460,7135,0152,8818,6094856.56,0.0188679245,373944.71,1.1959487411,7969754.7,0.0,212565.49,0.05,01,19,23,29,31,33,34,35,05,21,0.0,0.0,1,1,1,1
822/23,24/01/2023,Wed,2487,5468,2133,1857,0974,1609,3683,9188,4102,2940,7870,1255,0545,6846,1867,7961,8023,8909,2773,6406,0796,5451,8784,6691338.06,0.0,129359.78,1.3620071457,8032059.16,0.05,224003.38,0.05,06,07,14,24,28,29,30,31,09,11,0.0,0.0,1,1,1,1
823/23,25/01/2023,Thu,4716,2894,8054,9002,7790,0414,6014,3822,7545,1429,2965,6816,2774,9169,9620,7296,1525,5556,2019,2646,1571,7250,5015,7501915.55,0.0,147377.73,0.0101528022,7702095.57,0.0,238175.49,0.25,01,06,14,15,20,26,30,35,28,29,0.0,0.0,1,1,1,1
824/23,28/01/2023,Sun,0741,5934,1702,1715,7438,1575,8847,2552,2382,4761,0128,0301,2868,7766,4794,8541,2981,9567,3028,9222,7679,7418,6086,8353891.68,0.0016583748,300786.18,0.0189143555,7777301.51,0.0,205267.06,0.0,07,10,14,16,17,22,25,35,28,31,0.0,0.0,1,1,1,1
825/23,29/01/2023,Mon,3923,2339,8692,9963,8330,4469,2114,9848,1714,7884,8947,4362,7879,9011,2368,8028,4747,1191,3924,7412,6762,2742,9683,9212534.92,4.9163150952,453732.84,0.3162769129,7849594.87,0.0,230870.96,0.05,01,11,13,17,19,24,27,34,07,23,0.0,0.0,1,1,1,1
826/23,31/01/2023,Wed,5777,6618,4933,8596,3747,1199,4890,4191,1949,1465,0222,2466,0928,0012,9910,1288,5069,1153,1384,4962,7887,5666,6252,2608175.04,0.0265486726,420804.9,2.1779045726,7907775.78,0.0,239933.15,0.0,06,09,18,29,30,31,32,33,12,25,0.0,0.0,1,1,1,1
827/23,01/02/2023,Thu,1501,4806,7432,1746,1416,6862,6884,1856,7512,2601,3872,1496,6090,6929,2374,8799,8589,1708,5323,0776,9858,9503,8980,3200906.12,0.0,120359.03,0.2657004831,7973293.78,0.0,263137.44,0.175,05,07,08,09,14,17,23,33,18,26,0.0,0.0,1,1,1,1
828/23,04/02/2023,Sun,2783,8686,5332,4365,9518,1812,2411,8642,0623,2676,2801,3969,1476,8442,9099,6664,9205,0176,9797,4365,6466,2439,2626,3935947.24,1.0431848853,222023.42,0.3251219882,8047403.99,0.0,243335.76,0.15,04,06,10,12,14,17,21,34,15,36,0.0,0.0,1,1,1,1
829/23,05/02/2023,Mon,9823,7817,7870,3484,5580,8301,5393,7468,8978,8471,2022,6395,5380,9975,5691,6886,9968,2218,3232,2945,7089,3898,1623,2741752.99,0.0175438596,284702.9,0.0274754683,8121595.58,0.0,233111.59,0.375,09,16,22,24,28,29,35,36,03,33,0.0,0.0,1,1,1,1
830/23,08/02/2023,Thu,4212,8758,8031,8220,0168,5344,9703,0203,5436,4937,0008,9881,7464,1519,1990,1622,6469,2274,8952,2621,3696,1304,4504,3361076.26,0.0,398230.42,0.1295480554,8192381.17,0.0,170764.64,0.0,03,05,06,09,12,16,25,34,01,23,0.0,0.0,1,1,1,1
831/23,11/02/2023,Sun,5076,1138,7026,8934,8428,5535,1556,8448,3602,7551,2931,1259,3723,2669,3321,6227,5819,4641,5589,5790,1186,2358,5951,4050795.02,0.0,472043.85,1.5459631124,8264161.52,0.0,196186.85,0.1,05,06,07,08,09,12,29,31,24,35,0.0,0.0,1,1,1,1
832/23,12/02/2023,Mon,8289,2668,8538,3707,3340,2005,6530,1137,4046,6666,1599,3844,1473,2777,8414,3765,0899,3570,3455,2832,2414,4703,1936,4734526.39,0.1311292325,124314.8,2.215715945,8333523.3,0.0,201133.79,0.35,05,14,28,29,30,33,34,35,06,21,0.0,0.0,1,1,1,1
833/23,15/02/2023,Thu,2241,0083,8908,8238,0227,6360,2548,6545,7686,7807,0357,5362,4100,8071,5375,9342,9413,3718,4135,3225,6665,0143,8786,4802285.64,0.0,125198.92,0.0588461544,8403237.12,0.0,155427.27,0.1,01,02,12,17,21,23,33,36,15,35,0.0,0.0,1,1,1,1
834/23,18/02/2023,Sun,0976,6151,8750,2929,2475,9460,6425,5289,7579,7022,2849,0574,3597,6986,4312,4319,8971,1914,3346,5837,3988,4661,0356,5523442.31,0.0,248950.85,0.0188679245,8474080.73,0.0,164974.98,0.2,03,04,09,13,16,18,29,34,12,24,0.0,0.0,1,1,1,1
835/23,19/02/2023,Mon,5761,5106,3989,5126,1168,7941,8106,1604,4316,3737,3509,6056,8925,2366,4359,5207,7779,7031,0245,3007,4852,7644,4678,6252646.09,0.0217391304,376836.17,1.0282257425,8542314.7,0.0,156146.18,0.3,11,12,20,23,31,32,33,36,01,16,0.0,0.0,1,1,1,1
836/23,22/02/2023,Thu,6011,7268,2198,8190,8988,8615,7054,8061,6620,9975,3273,1697,3541,0325,0791,7451,2881,5677,6764,8815,8617,5627,8567,6840110.85,0.0593095971,131525.79,1.0319796202,8611151.97,0.05,133682.2,0.25,08,16,20,24,27,31,35,36,26,30,0.0,0.0,1,1,1,1
837/23,25/02/2023,Sun,4464,2570,9315,7554,8314,3593,9705,1964,6539,0901,6754,0436,7769,0850,9999,4085,9677,7082,7640,2583,2793,3548,1689,7185096.41,0.0,136485.42,1.123087159,8251218.79,0.0,125274.47,0.05,03,06,09,16,18,25,27,30,07,19,0.0,0.0,1,1,1,1
838/23,26/02/2023,Mon,2378,7391,7641,0923,7427,7215,7796,9829,8205,3624,0206,3916,2564,6737,8005,1670,9349,1403,1684,9285,7159,8755,1966,7923332.54,0.0,134224.75,1.0084033613,8319194.96,0.0,143085.64,0.05,11,17,20,22,23,27,34,36,12,14,0.0,0.0,1,1,1,1
839/23,01/03/2023,Thu,6543,7425,0275,8902,4125,4311,3650,0826,0605,1841,5038,8417,2853,5975,9598,4302,3161,4931,6690,2645,8996,4982,8058,8641467.84,0.0081300813,130570.06,0.0223272021,8384969.37,0.0,159226.46,0.05,05,09,16,18,21,26,31,33,04,30,0.0,0.0,1,1,1,1
840/23,04/03/2023,Sun,6247,8117,1205,8073,4155,5353,1976,7668,5647,9005,1486,7558,3897,7865,1298,4430,8736,4121,2547,8055,1984,8836,4324,9324022.88,0.0,264529.51,1.1160372195,8452070.18,0.05,175030.01,0.125,07,08,12,19,25,31,33,34,14,36,0.0,0.0,1,1,1,1
841/23,05/03/2023,Mon,4851,5135,7960,1271,0135,6867,2224,3981,2243,8453,1355,3995,4116,3574,8098,5886,8519,3645,0428,5222,7208,4611,4564,10118530.66,0.0,144455.96,1.1880489331,8094997.15,0.0,176359.97,0.15,05,12,14,25,26,32,35,36,11,22,0.0,0.0,1,1,1,1
842/23,07/03/2023,Wed,4573,3616,9923,4503,9941,1289,9218,0155,7959,4220,8519,1293,4334,3674,1582,5241,2926,5341,4088,5948,3035,4213,8464,10790917.38,0.0169491525,122252.13,2.2743699632,8146273.41,0.0,168066.31,0.1,05,10,16,19,20,22,23,29,02,25,0.0,0.0,1,1,1,1
843/23,08/03/2023,Thu,8092,2569,4970,9510,0974,4098,4526,6893,1339,1861,0749,3348,2468,1595,7395,0282,2514,7057,7861,4711,6847,5812,4036,11371419.16,0.0,138799.76,2.7755036454,8207321.56,0.0,172880.9,0.075,03,08,15,22,23,25,29,35,27,28,0.0,0.0,1,1,1,1
844/23,11/03/2023,Sun,2940,9856,0283,9133,7879,7936,4294,7873,0231,5517,5067,4290,5524,1491,6093,0923,0538,3725,8613,9494,5004,3698,9200,12190277.28,0.0,148883.3,0.6463785742,8271403.86,0.0,182610.65,0.05,04,06,14,15,19,26,27,30,01,02,0.0,0.0,1,1,1,1
845/23,12/03/2023,Mon,0616,0962,5217,7903,4050,3159,6496,8149,6462,8314,6885,0365,9931,1423,1841,7929,7094,5084,4041,5546,5407,6243,1809,13023524.12,0.0,204147.75,1.1126867793,8334166.49,0.0,195708.55,0.05,01,10,14,15,20,22,24,29,31,33,0.0,0.0,1,1,1,1
846/23,15/03/2023,Thu,8505,0373,8267,5581,6774,0658,8950,9475,8508,7459,0761,2097,9293,7276,1279,9788,3831,1077,2704,5121,1990,0161,1831,13860673.81,0.0769230769,152209.04,1.1139442718,8395682.91,0.0,207710.19,0.075,01,02,08,09,17,18,21,32,06,25,0.0,0.0,1,1,1,1
847/23,18/03/2023,Sun,6495,1268,0457,0064,0711,4679,7657,1577,5862,9297,9650,5767,3575,0226,2814,7378,5661,0176,9183,2570,0481,3963,2622,13649506.77,0.0062111801,155461.57,1.091954023,8458101.02,0.0,214238.35,0.05,01,02,04,15,18,19,26,33,07,16,0.0,0.0,1,1,1,1
848/23,19/03/2023,Mon,2732,4728,9325,4938,2014,7264,7397,7645,3452,1838,7593,3435,4895,6873,6532,3140,4122,2910,8926,0055,0708,1712,8975,14444285.0,0.0,159919.6,0.0682678678,8519856.03,0.0,225398.0,0.15,02,05,08,19,20,27,30,31,03,06,0.0,0.0,1,1,1,1
849/23,22/03/2023,Thu,2021,5985,9386,4680,1880,1762,1224,6893,1841,1479,3697,4706,5910,5611,3732,1674,7296,5587,1875,4555,0658,8619,9468,15420578.34,0.1111111111,326510.11,2.3746233418,8581376.61,0.0,213376.84,0.1,06,07,15,16,22,28,34,36,17,19,0.0,0.0,1,1,1,1
850/23,25/03/2023,Sun,8438,6961,2660,3197,5717,3266,1571,2866,6100,2086,3779,9036,7891,8940,1213,9527,7335,1381,7342,7095,9554,0817,3549,14737969.15,0.0188679245,187416.08,0.3319637382,8643704.63,0.0,214113.67,0.175,05,09,12,13,18,21,22,25,15,28,0.0,0.0,1,1,1,1
851/23,26/03/2023,Mon,2609,1693,6574,0545,3013,7008,8598,8133,2659,2885,0113,2500,5729,0645,5630,6043,6686,2110,6300,1326,1721,3169,2956,15552519.72,0.02,323859.92,0.1901124956,8706291.04,0.0,198809.8,0.1,03,06,07,11,26,30,33,36,05,19,0.0,1.0,1,1,1,1
852/23,29/03/2023,Thu,3887,9410,5785,7843,1221,9307,9031,7036,9641,5553,2998,9915,3810,7199,1660,8871,8653,1355,5396,3552,6604,5640,6065,16318042.03,1.0,458030.59,1.2231252629,8767600.16,0.0,200642.47,0.05,06,08,12,13,16,25,33,36,03,35,0.0,2.0,1,1,1,1
853/23,01/04/2023,Sun,0200,7507,1943,6782,2726,1104,2987,7181,8856,7896,3258,7864,6231,4834,4895,7564,1810,6131,2222,3929,4374,0468,0267,2690727.59,0.1111111111,125586.84,1.4561403509,8832521.39,0.0,213603.29,0.0,01,05,07,21,22,24,28,32,08,18,0.0,0.0,1,1,1,1
854/23,02/04/2023,Mon,2895,3484,3672,0265,7128,1750,4183,3406,1719,1919,5463,8656,7830,6515,3037,7243,6785,6867,1040,6714,7572,2852,7432,3056907.87,0.0,120936.37,1.117690112,8896641.31,0.0,236312.43,0.05,08,11,21,22,24,25,27,28,04,14,0.0,1.0,1,1,1,1
855/23,05/04/2023,Thu,1810,9061,3025,2300,0421,9339,1024,3585,2661,2038,9202,8430,2769,7386,1028,9652,6401,6310,0394,1334,3436,6729,5963,3696823.33,0.0,116348.27,0.0,8960719.65,0.0,247191.22,0.05,09,13,14,17,26,30,33,34,22,23,0.0,0.0,1,1,1,1
856/23,08/04/2023,Sun,7233,5954,3724,3597,7193,5586,0873,3619,6369,7712,1658,4608,1420,2693,7379,8639,3846,5459,4852,8248,0349,7655,3098,4374218.54,0.0,239511.04,0.0,9025627.02,0.05,257819.69,0.25,02,06,13,20,25,26,28,34,18,35,0.0,0.0,1,1,1,1
857/23,09/04/2023,Mon,1852,4519,3043,0322,3276,0835,9083,6495,8701,0595,8031,7058,7266,6393,0749,0904,0068,4006,5939,6944,7896,9059,6153,5065550.53,0.0,365207.77,1.0,8637995.94,0.0,215907.57,0.1,09,11,13,18,19,20,30,33,14,27,0.0,0.0,1,1,1,1
