draw_id,draw_date,day_of_week,prize_1st,prize_2nd,prize_3rd,special_1,special_2,special_3,special_4,special_5,special_6,special_7,special_8,special_9,special_10,consolation_1,consolation_2,consolation_3,consolation_4,consolation_5,consolation_6,consolation_7,consolation_8,consolation_9,consolation_10,jackpot_1_prize,jackpot_1_winners,jackpot_2_prize,jackpot_2_winners,gold_jackpot_1_prize,gold_jackpot_1_winners,gold_jackpot_2_prize,gold_jackpot_2_winners,life_num_1,life_num_2,life_num_3,life_num_4,life_num_5,life_num_6,life_num_7,life_num_8,life_bonus_1,life_bonus_2,life_winner_1,life_winner_2,is_valid_jackpot,is_valid_gold_jackpot,is_valid_mgold,is_valid_life
931/23,23/09/2023,Sun,9192,9476,5241,7992,1627,0446,6266,6806,0999,0994,3849,7322,1562,0872,5469,3500,9192,9835,6336,1430,9820,7970,7808,18553552.95,0.0184286073,207041.95,2.1447371802,2827832.38,0.0,118066.96,0.0,03,08,09,11,18,24,28,35,02,26,1.0,0.0,1,1,1,1
932/23,24/09/2023,Mon,3218,8778,1810,3897,5088,6467,0749,1974,4158,8276,7271,6403,3130,4224,5255,1004,9206,3718,6986,3187,3115,7138,4865,19388301.61,1.0302465705,213939.06,0.6106428576,2895264.84,0.0,141949.29,0.175,01,07,08,12,18,21,29,32,10,24,0.0,0.0,1,1,1,1
933/23,27/09/2023,Thu,1187,7348,7935,5443,7136,8836,8455,2166,9971,5203,4138,9728,5964,4062,5088,5167,5539,6662,6922,6233,4446,6781,7771,2642512.42,0.0,200119.14,0.0,2963562.96,0.0,141297.08,0.05,01,02,06,07,09,14,18,31,17,19,0.0,0.0,1,1,1,1
934/23,30/09/2023,Sun,3540,9240,3826,4498,0650,9635,0833,3844,2435,2363,1810,6784,9026,6551,7559,7741,9130,1757,4292,0690,6226,7566,5802,3284830.03,0.0,316904.16,0.1186975988,3033742.08,0.0,159087.34,0.1,01,06,16,17,18,28,32,34,23,24,0.0,0.0,1,1,1,1
935/23,01/10/2023,Mon,4585,3606,7563,0253,1845,4837,9137,9431,5118,8816,1734,7189,9724,4296,4786,1653,0531,9546,6453,9707,6145,8491,8000,3946862.78,0.0,399657.99,0.0169491525,3098032.09,0.0,165947.99,0.05,01,04,10,14,15,17,25,26,22,28,0.0,0.0,1,1,1,1
936/23,04/10/2023,Thu,3526,3039,8702,9617,0321,0657,4739,5133,5660,9145,3323,2204,3766,3189,5587,1670,5111,6401,6435,1002,8517,0560,2382,4624879.63,0.0,516159.91,0.0351491983,3160878.87,0.0,179908.83,0.075,03,05,06,11,13,21,25,34,26,27,0.0,0.0,1,1,1,1
937/23,07/10/2023,Sun,0773,8388,0496,1746,0661,0502,7886,5327,2671,6418,9968,3449,1544,7055,9096,5901,8174,9764,1672,6846,6699,9252,5003,5405935.24,0.0,640027.42,2.1665350146,3226228.97,0.0,189560.5,0.1,01,02,07,15,16,17,30,33,09,26,0.0,0.0,1,1,1,1
938/23,08/10/2023,Mon,4239,1604,4985,6191,9275,1025,3033,8480,1881,8267,3644,7185,2487,1150,1651,4152,7844,2872,4282,0909,2046,5010,3979,6191277.88,0.0,142789.57,0.0,3290244.94,0.0,193276.77,0.15,08,09,10,11,12,21,28,32,06,34,0.0,0.0,1,1,1,1
939/23,11/10/2023,Thu,4729,4454,1958,6651,7442,2513,0199,8862,1143,6792,6205,7767,2598,7705,0395,7720,2144,2006,5403,2231,3437,8499,6137,6982077.31,0.0,286571.29,0.0362831858,3352350.61,0.0,186281.01,0.05,01,02,04,14,21,26,27,34,05,24,0.0,0.0,1,1,1,1
940/23,14/10/2023,Sun,9705,6626,4342,9877,8037,1733,1731,0460,7315,7854,8789,5604,8683,2843,7139,8283,9932,7454,2220,8905,3835,0633,3030,7818773.86,0.0,428300.22,2.0036363636,3415827.23,0.0,199448.26,0.05,02,08,21,23,24,28,30,32,16,36,0.0,0.0,1,1,1,1
941/23,15/10/2023,Mon,1956,0576,7362,6065,7486,1368,1641,3054,6889,8864,3859,1517,1924,8510,2206,0767,4894,1185,0529,2534,7713,1241,4974,8672506.0,0.0,155224.03,0.2042973586,3477116.55,0.0,211182.48,0.05,01,02,05,07,12,15,28,29,30,34,0.0,0.0,1,1,1,1
942/23,18/10/2023,Thu,0181,4874,6651,9031,8962,5404,8360,8486,3440,2470,3961,2981,7541,0956,9628,7795,8243,3442,7113,7748,9433,8933,0382,9548559.31,1.0787253965,282794.59,0.0934242002,3536619.51,0.0,221697.33,0.05,04,14,21,27,30,32,34,36,09,33,0.0,0.0,1,1,1,1
943/23,21/10/2023,Sun,1528,1894,9519,0109,4936,7327,1736,8224,6660,0639,8728,8615,6602,0889,5270,1964,5735,6255,6147,7920,0446,4032,6131,2651936.51,0.0212765957,374908.64,1.0234007654,3598348.98,0.0,232474.98,0.15,01,02,03,09,21,24,28,29,12,27,0.0,0.0,1,1,1,1
944/23,22/10/2023,Mon,8334,9764,2079,0932,4278,0322,8938,6396,1001,5141,1683,5920,4396,8689,3428,1348,2105,0177,4182,3508,9796,3061,1040,3226005.52,0.0,114635.13,0.0293822312,3658639.19,0.0,218956.51,0.1,01,04,05,11,12,19,23,36,08,13,0.0,1.0,1,1,1,1
945/23,25/10/2023,Thu,7918,0580,2790,8427,1796,5261,5042,3824,9880,7624,0856,4708,6846,0820,1166,4930,8669,4784,0419,6921,0970,8292,9928,3886869.41,0.0,231423.96,0.2044068369,3719021.67,0.0,218446.32,0.325,10,12,17,19,29,32,34,36,08,26,0.0,0.0,1,1,1,1
946/23,28/10/2023,Sun,6354,3127,0676,6779,6960,9821,2800,2006,3290,3049,0118,3644,5141,3599,6914,5646,6628,6709,3834,7351,2887,3675,0888,4595596.36,0.1280602637,312978.77,0.0699726612,3780990.32,0.05,169398.5,0.05,05,06,08,16,23,26,27,29,02,11,0.0,0.0,1,1,1,1
947/23,29/10/2023,Mon,0807,2646,2804,3662,4926,3656,8296,1640,4966,5243,3336,0911,2794,7665,6302,3344,6361,6858,4628,5331,0849,1208,3300,4728334.74,0.0193472341,422215.49,0.0526315789,3652403.27,0.0,182342.36,0.0,02,12,16,18,23,26,33,36,19,32,0.0,1.0,1,1,1,1
948/23,31/10/2023,Wed,3892,6441,1838,3540,4046,1904,3364,6627,3334,6454,4140,9249,7989,8553,5155,8149,1764,5674,9248,1343,0151,8399,2956,5263061.0,0.0156967618,513849.34,1.0942085604,3700931.68,0.0,199529.51,0.075,05,09,11,16,31,32,33,35,03,10,0.0,0.0,1,1,1,1
949/23,01/11/2023,Thu,5495,6247,4133,0833,6311,7136,1448,0195,5607,6179,4156,0504,0241,3992,6142,9701,9189,2443,5067,9889,3955,8527,1243,5876101.18,0.0,126482.4,0.0,3757393.76,0.0,204561.79,0.0,01,05,07,08,12,24,29,30,14,18,0.0,0.0,1,1,1,1
950/23,04/11/2023,Sun,5294,6420,0113,5442,5400,0153,7182,0690,3060,7138,2748,3534,2018,1057,1610,7766,0439,9365,3409,3653,8943,8801,2115,6643850.42,0.0,266073.17,1.0133624337,3819015.32,0.0,226386.09,0.15,07,13,19,20,24,26,34,36,18,31,0.0,0.0,1,1,1,1
951/23,05/11/2023,Mon,6299,0897,2634,2197,3972,8619,8155,6409,6411,5419,6315,2297,3758,0360,6730,8721,2433,9721,3837,5654,5052,7128,3010,7427439.77,0.0,142470.79,2.2180378647,3879956.75,0.0,214011.6,0.0,06,11,14,17,21,26,27,33,04,13,0.0,0.0,1,1,1,1
952/23,08/11/2023,Thu,1156,7906,6763,8362,2098,1680,9120,0223,9938,3032,1728,9523,3663,4994,3618,2077,1486,0483,1350,4517,0485,4832,6601,8238790.15,0.0018832392,147518.25,1.092112096,3942753.04,0.0,236251.95,0.05,01,03,13,14,16,20,26,35,09,12,0.0,0.0,1,1,1,1
953/23,11/11/2023,Sun,3565,1330,2491,6276,4649,8037,8606,6970,8897,0330,4119,7955,3519,9616,0028,4095,4104,6797,6778,2629,3251,5352,5826,9089420.98,0.0,157481.17,1.024884158,4008194.61,0.0,247616.57,0.0,01,03,06,08,12,17,26,30,19,20,0.0,0.0,1,1,1,1
954/23,12/11/2023,Mon,2455,0610,5207,2604,9218,3856,8747,0107,1366,3681,7835,1336,8344,3811,2241,7316,8866,6092,1216,5280,0331,7179,1255,9962283.82,0.0076335878,158702.34,1.1582150185,4070043.28,0.15,269521.31,0.475,02,03,12,18,22,30,31,33,01,16,0.0,1.0,1,1,1,1
955/23,15/11/2023,Thu,8917,3324,2019,8836,8004,0767,8242,1517,5199,0590,9399,6428,3209,9251,9126,8163,9482,3934,2186,4148,4419,3372,7562,10763072.03,0.0,159424.76,2.3612895725,3520446.34,0.0,163070.82,0.05,01,02,04,21,23,29,31,34,08,17,0.0,0.0,1,1,1,1
956/23,18/11/2023,Sun,5625,4015,9770,8895,0189,1523,6151,1493,4872,9317,7745,2827,5587,7939,2654,5109,3431,7881,4618,4036,6412,0491,3867,11682870.17,0.0563119385,167236.03,0.0427399401,3583776.44,0.0,177346.69,0.275,01,06,14,18,19,28,31,34,11,35,0.0,0.0,1,1,1,1
957/23,19/11/2023,Mon,8712,6317,8646,1826,3228,9105,3471,5539,9108,6705,7405,6141,4351,7396,9786,4249,3622,0662,6630,1632,4093,0085,7741,11955422.17,0.0,329258.75,0.1462644505,3645471.06,0.0,150426.53,0.1,02,06,10,12,23,26,27,31,04,15,0.0,1.0,1,1,1,1
958/23,22/11/2023,Thu,4352,3199,9902,0450,6475,4718,0553,7738,6645,4655,1394,5262,6979,7914,8740,0162,7941,8044,8159,0725,9897,1423,8766,12875523.72,0.0,448391.09,0.0704065848,3706092.32,0.0,156853.91,0.55,09,10,11,17,18,21,24,27,04,25,0.0,1.0,1,1,1,1
959/23,25/11/2023,Sun,3538,0477,0466,0188,2495,5544,7216,5798,5777,7429,0699,7333,8396,8819,7846,6235,9105,5469,3471,3021,8891,4083,4076,13843878.86,0.0,592885.98,0.2154492274,3768362.73,0.0,100000.0,0.125,01,10,14,20,24,25,27,32,06,34,0.0,0.0,1,1,1,1
960/23,26/11/2023,Mon,8499,0846,4833,8063,3220,5553,7206,9091,3359,8553,4468,3550,8677,3361,0528,8144,6399,5067,1129,3393,4944,5866,2890,14833938.67,0.0,645160.03,1.4202916773,3828980.63,0.0,101607.2,0.0,03,08,10,18,19,23,30,31,02,15,0.0,0.0,1,1,1,1
961/23,29/11/2023,Thu,1493,9382,4627,9165,3420,6496,5987,1806,5744,6732,9560,0542,5515,4091,5944,0637,4481,5855,6498,7056,4406,4058,8121,15836410.06,0.0054054054,182267.53,0.0396979035,3889745.64,0.0,123128.14,0.1,01,05,15,16,18,24,30,34,27,35,0.0,0.0,1,1,1,1
962/23,02/12/2023,Sun,2720,4198,4021,0135,6196,8054,8772,9504,8726,7423,6814,6990,1366,0663,7029,7669,0009,3294,7091,3538,6590,4602,3567,16796038.51,0.0188679245,365073.83,0.2218197648,3953241.27,0.0,133303.37,0.0,02,05,16,20,21,25,26,30,24,35,0.0,0.0,1,1,1,1
963/23,03/12/2023,Mon,9009,4489,0951,1109,0991,0853,7362,3136,2592,1820,7388,6780,2488,5757,2354,1861,1945,7352,8175,4453,0543,6251,9517,17537090.48,0.0049261084,476449.31,1.2451432148,4015266.95,0.0,155270.8,0.0,02,03,11,15,25,28,29,33,21,31,0.0,0.0,1,1,1,1
964/23,06/12/2023,Thu,0611,8113,6139,4791,4045,2948,2521,9739,2691,0525,1720,0379,3968,5230,6467,9491,2189,8562,6266,2951,0032,4554,5484,18488999.45,0.0038314176,188781.56,1.2982361848,4074876.04,0.0,176382.35,0.25,04,05,10,21,29,32,34,35,25,30,0.0,0.0,1,1,1,1
965/23,09/12/2023,Sun,6566,6812,5788,6075,9084,7013,5946,8609,0019,7931,8923,5507,8399,7550,5533,0646,1710,0735,8576,4106,9539,2810,1004,19523932.8,0.018358459,201049.53,3.2737083572,4137976.07,0.0,154634.69,0.225,06,07,18,21,25,29,30,35,13,20,0.0,0.0,1,1,1,1
966/23,10/12/2023,Mon,9969,2770,1157,0883,2582,9259,9952,0602,1046,1750,5771,9016,4967,8287,0354,5609,9903,3159,7577,6209,9733,0516,9289,20311187.14,0.0040816327,208306.12,2.1878156931,4200794.74,0.0,142090.16,0.15,06,12,15,22,27,29,33,35,30,36,0.0,0.0,1,1,1,1
967/23,13/12/2023,Thu,5046,8826,1542,6435,1843,0091,2562,4107,6027,8154,1675,6157,2197,0953,5158,1144,2838,2764,4333,4883,9343,7187,5345,21369010.62,0.0229238683,207404.78,0.1772952762,4261809.43,0.0,142386.01,0.225,03,11,18,19,27,28,31,33,10,25,0.0,0.0,1,1,1,1
968/23,16/12/2023,Sun,1122,3361,0878,5085,5250,2398,6874,0493,6391,2904,1239,9918,2623,8196,4668,0993,3998,8286,3411,8581,0771,9448,1333,22077438.65,0.1027700218,388503.51,3.4487176664,4324751.25,0.0,132641.06,0.0,03,07,09,14,19,20,22,26,04,13,0.0,0.0,1,1,1,1
969/23,17/12/2023,Mon,8508,4454,1293,9786,7433,4871,2517,3040,8418,1536,1852,1438,6608,9258,4579,6051,1088,5815,7171,2254,4747,1553,2603,21035711.82,0.0256410256,223122.19,2.1704222157,4387044.23,0.0,154703.16,0.05,05,12,16,25,27,28,30,31,15,34,0.0,1.0,1,1,1,1
970/23,20/12/2023,Thu,9774,5691,7746,5658,4613,8209,7518,1051,0641,8658,2984,6183,2479,9811,3083,8309,0770,8128,2899,7185,5378,4021,2623,21696940.45,0.0212765957,218291.98,0.0737403705,4449105.75,0.0,168948.12,0.05,07,10,16,18,20,23,26,31,06,35,0.0,1.0,1,1,1,1
971/23,23/12/2023,Sun,5276,2836,0649,0239,5045,9551,2190,7829,8005,9821,5331,4609,3267,5927,4749,8502,1151,3053,3533,1377,4185,8923,8828,22487108.32,0.005988024,429795.94,1.3715744031,4512543.37,0.0,182968.2,1.0,01,07,09,25,28,29,31,33,18,32,0.0,0.0,1,1,1,1
972/23,24/12/2023,Mon,2424,6710,2190,7313,5019,4282,2810,6813,1777,3734,7943,0264,9428,4457,5195,0381,5637,4571,3190,9447,5185,6352,6003,23614358.23,0.1315192744,229436.96,3.6068731195,4574471.63,0.0,100000.0,0.3,03,11,21,24,25,26,30,33,20,22,1.0,0.0,1,1,1,1
973/23,26/12/2023,Wed,6637,9225,0779,5324,4618,9853,3153,8719,2758,1566,2546,6941,3964,4995,0562,4664,3125,8562,5279,0321,4975,8700,4281,21586453.33,0.0102433431,195970.61,0.0816559557,4623053.7,0.0,100000.0,0.0,05,07,13,15,21,32,33,36,08,27,0.0,0.0,1,1,1,1
974/23,27/12/2023,Thu,4036,9105,5936,2848,8763,3162,5727,8256,4426,1600,3237,0260,3483,8180,7646,5178,9308,8902,3244,0036,9916,1309,4539,22693568.01,0.0054853811,421465.19,0.1225820774,4680942.37,0.0,100000.0,0.0,01,03,09,10,13,22,31,35,07,28,0.0,0.0,1,1,1,1
975/23,30/12/2023,Sun,9736,6713,3508,2160,7491,5315,3109,9490,8722,3786,5409,0799,5387,8457,8788,8350,2812,9002,0424,4768,9199,8827,2561,24096400.08,1.0139666904,647494.74,1.2248783314,4746386.52,0.0,100000.0,0.1,01,05,08,17,30,31,33,34,13,24,0.0,0.0,1,1,1,1
976/23,31/12/2023,Mon,9212,6727,7485,6758,6505,5615,6687,3551,9080,5123,1820,2418,4800,0246,8810,9109,0064,5175,4917,4711,1200,7208,0229,2919967.54,0.0076335878,167266.83,3.0880054542,4817769.48,0.0,100000.0,0.125,01,08,10,12,18,25,31,36,19,24,0.0,0.0,1,1,1,1
977/24,03/01/2024,Thu,6966,2610,0726,6707,4887,5725,0217,1109,1014,7815,4162,7797,4068,3166,2994,2138,4043,9548,0541,5531,6990,7358,6786,3612606.21,0.122605364,129987.0,1.2532467532,4884316.88,0.1,100000.0,0.6,03,07,09,15,21,22,25,31,08,20,0.0,0.0,1,1,1,1
978/24,06/01/2024,Sun,6270,2377,8676,9203,8272,1741,8830,4860,2339,5437,9435,1283,3749,3621,2061,8418,8270,2298,7551,2927,5880,6370,0342,3910763.66,0.0020964361,134742.25,1.3056847545,4463604.95,0.0,100000.0,0.1,03,10,12,16,19,28,33,35,07,13,0.0,0.0,1,1,1,1
979/24,07/01/2024,Mon,3184,8312,4056,9732,4467,5392,4474,1273,2464,5549,5183,9696,1939,0509,0597,9295,8703,9458,7408,8888,5330,0380,8678,4645260.58,0.0,135035.56,0.0778805525,4530611.32,0.075,100000.0,0.15,04,13,14,15,24,32,34,36,11,35,0.0,0.0,1,1,1,1
980/24,10/01/2024,Thu,3240,2236,7097,4694,1633,0232,8668,1740,7124,3473,2066,7388,7062,8392,3174,8715,8209,4176,4989,4822,1853,5690,2525,5411817.97,0.0,263892.99,1.0233623066,4256507.51,0.0,100000.0,0.075,12,13,17,22,26,28,31,35,16,27,0.0,0.0,1,1,1,1
981/24,13/01/2024,Sun,9850,1545,7884,7503,1999,6317,5954,2674,2070,5191,5195,7996,5039,4324,2301,6960,1829,9498,3264,4225,9215,2923,3967,6230569.92,0.0,148863.99,1.0333433382,4323416.66,0.0,100000.0,0.0,02,04,18,22,23,29,32,33,19,26,0.0,0.0,1,1,1,1
982/24,14/01/2024,Mon,2205,1216,6318,4433,3815,5262,5749,2293,4643,6174,1048,9666,6441,0770,7629,5347,4885,5018,6548,5523,2160,7604,1193,7043713.82,0.1396825397,147844.35,1.4117024183,4388382.24,0.0,112423.93,0.1,11,17,21,28,30,33,34,35,22,32,0.0,0.0,1,1,1,1
983/24,17/01/2024,Thu,0502,7663,4227,8943,4011,5280,9520,3423,2896,8461,8017,1030,7450,8870,1719,1691,9151,7478,0341,9780,2395,1906,9385,6872191.31,0.0,147702.06,0.2306318918,4452278.42,0.0,123811.44,0.15,04,11,17,18,23,26,27,33,13,29,0.0,0.0,1,1,1,1
984/24,20/01/2024,Sun,3840,1398,9993,1688,9564,5091,6617,9810,2969,1575,6310,9602,0746,3729,8007,5472,7367,3000,1057,9576,5698,1327,5401,7713131.33,0.0,266535.44,0.2386885853,4517646.93,0.0,128391.07,0.075,07,10,14,16,23,26,30,35,09,36,0.0,0.0,1,1,1,1
985/24,21/01/2024,Mon,5000,2183,4655,1073,7747,6509,1450,2388,7054,0396,6888,2173,6749,1303,0876,5157,5029,7288,8193,0263,7303,3610,5423,8576575.53,0.0169491525,359906.34,0.1566355101,4581773.39,0.0,141473.19,0.1,01,12,13,18,26,30,31,34,10,14,0.0,0.0,1,1,1,1
986/24,24/01/2024,Thu,6097,4487,0269,7617,4520,9403,6449,6458,2453,2534,4950,6505,8632,3750,7312,4013,5291,8364,6516,6727,4889,0127,7585,9306521.12,0.0,462679.73,0.1337099812,4644976.57,0.0,149710.33,0.0,02,08,13,15,16,17,23,31,05,24,0.0,0.0,1,1,1,1
987/24,27/01/2024,Sun,9563,0891,2162,8413,1781,4195,3183,8141,9635,6990,0786,5541,4959,4754,4953,8116,9714,6598,5405,1094,6326,2189,7313,10254993.54,0.0,573264.37,1.7436524085,4710136.19,0.0,172787.7,0.3,07,11,21,24,27,29,33,35,23,25,0.0,0.0,1,1,1,1
988/24,28/01/2024,Mon,3964,9170,7474,7495,1389,4408,6693,7139,1480,6361,9181,9420,0215,1629,8932,0061,1824,7598,1148,1696,6969,6715,5249,11208401.24,1.0212765957,173346.86,2.2614483595,4774286.21,0.0,143671.19,0.05,02,15,17,19,29,30,31,36,14,33,0.0,0.0,1,1,1,1
989/24,31/01/2024,Thu,8719,8820,7191,4474,5781,7536,9627,2948,7468,0834,1619,8730,2114,8240,9046,4328,5353,4485,1543,1626,4651,7838,9119,2707508.78,0.0571428571,128637.96,0.0909090909,4840371.88,0.0,159892.97,0.225,05,08,10,11,12,16,25,26,04,28,0.0,0.0,1,1,1,1
990/24,03/02/2024,Sun,4061,2089,2267,6791,5606,3068,5661,7888,1828,6401,7467,5155,3470,1103,6709,4841,5898,7229,8642,8984,9381,0466,7907,3271873.4,0.0,247685.31,0.1574934251,4908252.22,0.0,147958.0,0.0,03,06,09,11,14,18,20,36,24,31,0.0,0.0,1,1,1,1
991/24,04/02/2024,Mon,4241,2262,1814,0258,0018,3621,1834,8947,6856,6748,4028,4029,3793,4484,5282,9004,3266,4867,8449,1435,2444,2910,8697,4019880.88,0.0,344677.86,0.0234343434,4975553.41,0.0,171793.84,0.05,02,04,08,20,24,26,32,34,29,30,0.0,0.0,1,1,1,1
992/24,07/02/2024,Thu,4215,9196,4299,2231,2864,1983,6435,9181,6252,7496,7596,4631,0091,0231,0133,8796,2271,0647,1694,3839,0149,1705,7266,4817017.08,0.0,481534.42,0.148097416,5043805.79,0.0,187376.87,0.0,12,14,15,21,27,31,32,36,06,30,0.0,0.0,1,1,1,1
993/24,10/02/2024,Sun,6401,3077,0082,8816,7054,1549,4476,6070,9381,6008,9739,1060,9468,3901,4335,9276,8210,7333,8829,4132,4982,9504,4620,5793053.3,0.0,587681.55,1.1328478058,5119381.8,0.0,214143.37,0.175,01,03,06,09,13,22,25,28,10,35,0.0,1.0,1,1,1,1
994/24,11/02/2024,Mon,1953,7878,1318,8744,0689,3732,8877,3324,3308,4583,2617,2730,6749,4344,2466,6933,3566,4790,9458,8920,4860,6283,0907,6807209.36,1.2402743598,184392.01,20.9534701014,5193306.88,0.0,202850.08,0.1,04,07,09,16,19,24,25,33,08,27,0.0,0.0,1,1,1,1
995/24,13/02/2024,Wed,7331,9794,8529,7317,1850,0582,7042,8029,6804,4638,1493,0625,4219,4173,9699,4238,7200,8612,0393,9400,4473,6664,6608,2743255.51,0.0015360983,135137.37,0.0020120724,5252547.49,0.0,203546.12,0.0,04,06,13,15,18,31,32,34,14,36,0.0,0.0,1,1,1,1
996/24,14/02/2024,Thu,9293,6384,5574,9011,0160,2339,8016,1373,8085,8925,2918,6657,4786,3265,1913,4019,2683,6048,0038,8024,0348,2119,6639,3554466.35,0.0,283124.51,2.081634887,5321086.97,0.0,227820.52,0.05,06,10,20,23,29,31,32,36,21,33,0.0,1.0,1,1,1,1
997/24,17/02/2024,Sun,2489,7987,3992,6436,7764,9976,4900,2808,0768,0519,1218,0479,3478,7931,3907,3210,7689,4938,5904,0158,2869,1563,5173,4424825.4,0.0504712679,158247.1,1.1234571921,5393503.69,0.0,242077.08,0.05,09,11,15,17,22,28,29,31,12,14,0.0,0.0,1,1,1,1
998/24,18/02/2024,Mon,5913,1502,4925,2434,3186,7530,2257,9037,1656,9774,1588,2641,1000,0648,7297,1593,8233,5227,1990,3113,0333,9431,9103,5094099.21,0.0012515645,162290.98,0.0385562736,5463000.5,0.0,254586.68,1.75,02,12,21,22,24,33,35,36,15,20,0.0,0.0,1,1,1,1
999/24,20/02/2024,Wed,8680,4800,5953,4875,6864,7160,1570,0293,5746,4379,8200,9479,5887,9994,0917,8843,3582,0212,5290,7981,6082,9209,8284,5789948.63,0.0,283710.92,0.0184615385,5514152.22,0.05,100000.0,0.0,02,05,09,15,22,28,30,31,23,27,0.0,1.0,1,1,1,1
001/24,21/02/2024,Thu,4995,6980,0849,6832,6880,5813,5958,3517,5365,6701,5149,7346,1185,3500,4077,4927,8140,8895,3688,3064,6501,1103,6863,6613457.09,0.0,428201.99,0.1477299217,5302748.67,0.0,100000.0,0.125,03,08,09,15,18,21,28,31,01,17,0.0,0.0,1,1,1,1
002/24,24/02/2024,Sun,1449,6521,8734,0498,4377,9451,6016,6091,8613,9684,0468,9977,8214,6153,4043,0162,5232,2491,4129,6303,9309,3272,6362,7564940.89,0.0,537940.81,0.0120481928,5374092.03,0.0,100000.0,0.05,01,02,03,11,13,23,31,34,10,24,0.0,1.0,1,1,1,1
003/24,25/02/2024,Mon,2363,1646,2473,0547,0569,1163,7458,3498,7690,9567,1652,7687,3559,1862,1345,9167,2417,7576,9128,8173,5085,7468,1177,8500699.23,1.0,701597.47,0.1789290075,5442046.03,0.0,100000.0,0.05,14,15,16,21,25,31,33,35,12,36,0.0,0.0,1,1,1,1
004/24,28/02/2024,Thu,3508,7654,2059,0828,8802,2372,0544,7266,7733,9048,9714,5041,0713,7420,6878,0314,8185,0051,0705,8463,6503,6961,6018,2727743.01,0.0,708378.24,1.1300097752,5507221.1,0.0,100000.0,0.0,03,05,07,08,13,30,34,35,20,32,0.0,0.0,1,1,1,1
005/24,02/03/2024,Sun,3999,2832,8054,9547,4660,1440,2434,8263,4350,0721,4431,9346,0740,4840,6128,8064,2184,8294,0815,8738,9349,0538,5736,3419043.54,0.0,125691.01,0.0409897184,5573019.27,0.0,114111.43,0.125,07,08,11,20,22,23,27,35,06,25,0.0,0.0,1,1,1,1
006/24,03/03/2024,Mon,3785,6107,7448,9019,0611,2408,4083,4463,3918,8329,6525,5434,1542,9753,3291,2429,8772,6394,7536,3598,5119,3425,3721,4135683.89,0.0,250837.22,0.0200451278,5638823.78,0.0,123153.26,0.05,02,04,05,07,11,23,25,30,10,14,0.0,0.0,1,1,1,1
007/24,05/03/2024,Wed,0852,9463,1823,1565,6686,5510,4977,3702,5386,9031,8449,6959,2965,8137,0652,5965,0153,1577,3589,1100,0455,8671,4995,4712007.19,0.0,350595.22,0.1111111111,5686358.43,0.0,133830.79,0.05,01,04,05,06,15,25,29,36,17,23,0.0,0.0,1,1,1,1
008/24,06/03/2024,Thu,9300,9080,9325,7550,8165,3124,8401,3830,1409,6543,6938,6615,8087,1244,0839,7147,5611,9084,8480,7586,5721,4698,8835,5397368.74,0.0344827586,436251.38,1.0416888753,5745989.5,0.0,148258.59,0.3,01,05,10,11,14,18,22,28,24,31,0.0,0.0,1,1,1,1
009/24,09/03/2024,Sun,6925,8576,9109,0662,9332,8980,1415,4497,7198,4652,0731,6616,4715,9951,7194,1163,2317,6172,1734,9051,9788,7797,4959,5943428.12,0.0076335878,133122.83,2.1342647923,5811264.16,0.0,126899.12,0.05,09,11,17,20,27,29,31,36,23,34,0.0,0.0,1,1,1,1
010/24,10/03/2024,Mon,9940,6093,6938,7164,7244,0302,2176,1406,4486,7834,8655,8971,4678,2903,1244,9542,5335,0132,2481,7123,6204,3605,0968,6647252.93,0.0666666667,136217.18,0.0224871653,5876529.71,0.0,143669.04,0.0,03,11,12,25,31,32,33,34,04,18,0.0,0.0,1,1,1,1
011/24,13/03/2024,Thu,0858,6268,0621,8505,2489,2242,1626,0829,7995,3016,8678,2679,5496,9810,2142,1228,2832,2450,1962,1767,4554,1046,0767,6928092.01,0.0,264788.46,0.2226629417,5937370.36,0.0,165216.77,1.0,05,19,25,26,28,30,32,36,02,04,0.0,0.0,1,1,1,1
012/24,16/03/2024,Sun,9871,4648,3158,4883,4668,7642,6694,1717,9730,8452,5479,8882,1651,3604,3545,9956,6795,6645,1278,1256,3987,4897,0365,7719099.56,0.0,349649.44,1.0242267458,6001167.15,0.0,100000.0,0.0,06,07,19,22,23,27,35,36,14,17,0.0,0.0,1,1,1,1
013/24,17/03/2024,Mon,2023,1933,5156,6197,9303,8911,3212,0624,2345,9036,4966,9153,4409,6174,7890,9695,6728,8286,2548,2017,5813,6778,8797,8509033.84,2.1126194067,143624.42,2.2628939441,6064130.56,0.0,100000.0,0.05,01,07,08,12,16,17,30,35,13,19,0.0,0.0,1,1,1,1
014/24,20/03/2024,Thu,8694,1884,1153,8695,4649,6560,5899,4599,9044,4909,8418,0701,3414,2165,3159,1930,0798,7639,5786,1509,6093,0185,9533,2634810.77,0.0313776058,115420.14,0.6288675144,6126362.55,0.0,100000.0,0.0,01,16,17,20,25,26,35,36,15,18,0.0,0.0,1,1,1,1
015/24,23/03/2024,Sun,5648,0424,4016,7924,1678,6913,3669,6161,9870,1512,3019,2712,9318,0279,0164,4911,9783,1696,8746,4800,0124,7122,4689,3207633.35,0.0,162017.37,1.0084033613,6190330.61,0.0,100000.0,0.15,06,07,16,18,19,21,29,33,24,36,0.0,0.0,1,1,1,1
